CustomerID,Age,Gender,City,SubscriptionType,MonthlySpending,Tenure,NumberOfPurchases,SupportRequests,LoginFrequency,LastActivityDays,SatisfactionScore,Churn
CUST0328,36,Female,Islamabad,Premium,4475.0,55,44,10,25,5,1.0,Yes
CUST0329,24,Female,Lahore,Basic,7525.0,60,21,7,15,54,1.0,Yes
CUST0330,30,Male,Faisalabad,Basic,7681.0,56,36,1,21,32,6.0,No
CUST0331,23,Female,Islamabad,Basic,5624.0,26,40,3,14,90,,No
CUST0332,24,Male,Rawalpindi,Standard,1587.0,5,76,3,17,1,8.0,No
CUST0333,18,Female,Karachi,Standard,1582.0,45,62,1,8,11,7.0,No
CUST0334,64,Male,Karachi,Standard,7717.0,24,39,2,13,82,3.0,No
CUST0335,61,Male,Karachi,Premium,569.0,37,79,10,6,44,8.0,No
CUST0336,64,Male,Islamabad,Standard,6124.0,40,57,3,3,17,2.0,No
CUST0337,66,Male,Peshawar,Standard,3076.0,28,18,3,9,31,2.0,Yes
CUST0338,53,Female,Lahore,Premium,2971.0,57,27,8,20,24,9.0,No
CUST0339,65,Female,Faisalabad,Premium,6920.0,4,31,7,13,30,2.0,Yes
CUST0340,49,Male,Lahore,Standard,3092.0,60,17,6,28,53,10.0,No
CUST0341,41,Male,Quetta,Basic,5311.0,2,9,0,9,5,4.0,No
CUST0342,21,Female,Faisalabad,Premium,4604.0,46,99,6,14,10,7.0,No
CUST0343,58,Male,Faisalabad,Basic,1147.0,20,66,3,26,68,3.0,Yes
CUST0344,38,Female,Karachi,Standard,4083.0,45,94,3,2,11,4.0,Yes
CUST0345,45,Male,Quetta,Premium,950.0,39,40,10,24,15,3.0,Yes
CUST0346,18,Male,Lahore,Basic,3340.0,32,67,8,26,21,,No
CUST0347,41,Male,Faisalabad,Premium,1467.0,57,99,0,11,34,7.0,No
CUST0348,51,Male,Faisalabad,Premium,5640.0,37,10,7,15,46,9.0,No
CUST0349,21,Female,Islamabad,Standard,2589.0,11,99,1,29,86,10.0,No
CUST0350,64,Male,Rawalpindi,Premium,521.0,33,6,0,8,60,1.0,Yes
CUST0351,41,Female,Islamabad,Basic,7524.0,60,5,8,26,28,7.0,No
CUST0352,38,Male,Peshawar,Premium,2722.0,21,10,9,12,64,2.0,Yes
CUST0353,61,Male,Islamabad,Basic,4725.0,52,6,6,3,36,8.0,Yes
CUST0354,67,Female,Multan,Basic,,36,2,5,7,72,5.0,No
CUST0355,68,Female,Rawalpindi,Standard,5347.0,24,64,3,24,31,9.0,No
CUST0356,27,Male,Peshawar,Basic,4936.0,15,45,10,27,42,1.0,Yes
CUST0357,18,Female,Faisalabad,Basic,4840.0,14,31,6,16,18,1.0,Yes
CUST0358,63,Female,Karachi,Basic,2396.0,59,67,6,23,58,6.0,No
CUST0359,65,Male,Karachi,Premium,5720.0,9,51,1,19,7,10.0,No
CUST0360,45,Male,Rawalpindi,Standard,7470.0,17,41,6,23,40,6.0,No
CUST0361,46,Female,Rawalpindi,Basic,1615.0,13,100,9,4,13,3.0,Yes
CUST0362,28,Female,Quetta,Standard,1489.0,27,69,5,25,57,4.0,Yes
CUST0363,37,Female,Faisalabad,Basic,1791.0,6,88,4,27,5,10.0,No
CUST0364,31,Female,Islamabad,Basic,2533.0,46,46,6,17,86,1.0,Yes
CUST0365,37,Female,Islamabad,Basic,7500.0,26,58,8,24,31,9.0,No
CUST0366,24,Female,Karachi,Basic,597.0,8,8,3,5,51,4.0,Yes
CUST0367,41,Male,Faisalabad,Basic,1028.0,2,26,10,15,11,3.0,Yes
CUST0368,69,Female,Karachi,Basic,914.0,30,22,9,14,63,7.0,No
CUST0369,19,Female,Peshawar,Basic,2258.0,23,24,4,9,19,8.0,No
CUST0370,20,Male,Faisalabad,Standard,7731.0,27,71,7,2,35,2.0,Yes
CUST0371,42,Male,Peshawar,Basic,7747.0,42,68,3,21,2,9.0,No
CUST0372,42,Female,Quetta,Premium,4470.0,51,45,9,17,49,6.0,No
CUST0373,35,Male,Lahore,Standard,2294.0,39,4,4,2,67,8.0,No
CUST0374,40,Male,Islamabad,Basic,5881.0,16,31,4,18,28,1.0,No
CUST0375,54,Female,Multan,Basic,,12,76,5,26,75,6.0,No
CUST0376,19,Female,Islamabad,Premium,7354.0,13,64,8,10,62,3.0,Yes
CUST0377,20,Male,Lahore,Basic,2292.0,39,3,8,16,42,1.0,Yes
CUST0378,57,Male,Islamabad,Standard,1953.0,46,42,0,1,75,3.0,Yes
CUST0379,63,Male,Karachi,Premium,3489.0,56,10,5,23,75,7.0,No
CUST0380,24,Female,Faisalabad,Standard,1790.0,9,94,6,26,83,8.0,No
CUST0381,38,Male,Multan,Basic,5324.0,43,23,6,10,16,5.0,No
CUST0382,29,Male,Peshawar,Premium,1991.0,3,78,5,30,28,10.0,No
CUST0383,58,Male,Quetta,Basic,6605.0,22,10,3,12,21,6.0,No
CUST0384,58,Male,Multan,Standard,2672.0,1,27,3,23,44,2.0,Yes
CUST0385,34,Male,Lahore,Basic,4089.0,25,94,6,6,63,7.0,No
CUST0386,42,Female,Peshawar,Basic,4427.0,54,74,10,25,20,4.0,Yes
CUST0387,46,Male,Lahore,Standard,3110.0,2,34,1,3,21,6.0,No
CUST0388,42,Male,Karachi,Premium,1262.0,58,44,9,20,90,8.0,No
CUST0389,19,Female,Islamabad,Premium,4056.0,57,21,0,4,26,6.0,No
CUST0390,30,Female,Faisalabad,Premium,2936.0,19,31,1,2,73,7.0,No
CUST0391,53,Female,Islamabad,Basic,531.0,24,55,1,10,61,10.0,No
CUST0392,30,Male,Lahore,Basic,5728.0,11,38,1,16,39,2.0,No
CUST0393,68,Female,Quetta,Standard,5915.0,58,34,1,21,49,9.0,No
CUST0394,29,Female,Peshawar,Standard,4151.0,12,6,4,15,33,8.0,No
CUST0395,32,Female,Lahore,Basic,6205.0,49,86,1,3,69,6.0,No
CUST0396,44,Male,Lahore,Standard,4780.0,53,54,8,22,73,8.0,No
CUST0397,33,Female,Faisalabad,Basic,7895.0,26,92,0,17,66,10.0,No
CUST0398,69,Male,Karachi,Standard,1869.0,12,28,3,5,54,1.0,Yes
CUST0399,23,Female,Rawalpindi,Premium,7333.0,10,77,4,11,11,2.0,No
CUST0400,42,Female,Multan,Standard,4253.0,34,2,9,19,53,9.0,No
CUST0401,25,Female,Islamabad,Basic,5316.0,37,75,1,30,72,2.0,No
CUST0402,67,Male,Faisalabad,Premium,3316.0,57,53,4,13,73,8.0,No
CUST0403,56,Female,Lahore,Basic,3801.0,18,19,9,20,4,7.0,No
CUST0404,43,Female,Rawalpindi,Basic,4392.0,48,35,5,1,38,6.0,No
CUST0405,37,Female,Quetta,Premium,1304.0,44,30,2,10,41,8.0,No
CUST0406,35,Female,Karachi,Basic,2231.0,29,53,7,25,47,9.0,No
CUST0407,70,Male,Islamabad,Basic,6312.0,20,65,6,5,72,9.0,Yes
CUST0408,19,Male,Rawalpindi,Basic,972.0,54,32,0,15,46,1.0,Yes
CUST0409,63,Male,Faisalabad,Standard,4302.0,53,65,6,21,87,2.0,Yes
CUST0410,19,Male,Multan,Standard,4154.0,39,23,7,19,44,,No
CUST0411,40,Male,Faisalabad,Premium,6143.0,54,12,4,1,6,7.0,No
CUST0412,28,Male,Rawalpindi,Premium,6051.0,15,27,4,21,65,7.0,No
CUST0413,19,Male,Quetta,Basic,1918.0,42,77,0,8,77,5.0,No
CUST0414,69,Female,Faisalabad,Standard,3584.0,58,45,7,9,59,4.0,Yes
CUST0415,37,Female,Karachi,Basic,5926.0,33,48,8,21,77,10.0,No
CUST0416,36,Female,Karachi,Standard,3254.0,5,36,10,11,33,5.0,Yes
CUST0417,59,Female,Rawalpindi,Basic,6770.0,34,31,0,26,51,10.0,No
CUST0418,60,Female,Islamabad,Premium,5869.0,2,64,4,9,51,7.0,No
CUST0419,42,Male,Rawalpindi,Standard,6343.0,47,29,10,18,85,8.0,No
CUST0420,40,Female,Islamabad,Premium,5073.0,57,24,4,4,16,8.0,No
CUST0421,65,Female,Islamabad,Premium,3249.0,58,84,1,8,28,6.0,No
CUST0422,65,Female,Peshawar,Standard,2634.0,24,75,4,15,60,2.0,Yes
CUST0423,21,Male,Quetta,Basic,1481.0,33,88,6,17,52,5.0,No
CUST0424,21,Male,Islamabad,Basic,3852.0,22,73,7,5,23,6.0,No
CUST0425,67,Male,Quetta,Standard,1948.0,41,41,10,2,57,1.0,Yes
CUST0426,35,Male,Islamabad,Premium,1797.0,49,63,1,5,55,10.0,No
CUST0427,58,Female,Peshawar,Standard,3640.0,31,1,0,18,47,4.0,Yes
CUST0428,18,Female,Rawalpindi,Basic,533.0,44,81,3,8,39,6.0,No
CUST0429,26,Male,Peshawar,Premium,3007.0,38,22,1,27,38,1.0,Yes
CUST0430,36,Female,Multan,Standard,6126.0,57,18,5,29,45,8.0,No
CUST0431,66,Male,Islamabad,Standard,2371.0,2,29,2,7,75,1.0,Yes
CUST0432,50,Male,Karachi,Standard,5829.0,46,5,6,29,68,5.0,No
CUST0433,57,Male,Lahore,Premium,5854.0,7,3,0,23,53,2.0,No
CUST0434,46,Female,Karachi,Premium,4386.0,17,90,2,7,38,1.0,Yes
CUST0435,44,Male,Faisalabad,Premium,6240.0,39,18,6,27,65,2.0,Yes
CUST0436,64,Male,Faisalabad,Basic,1370.0,51,64,3,20,33,4.0,Yes
CUST0437,51,Male,Multan,Premium,2919.0,27,21,0,18,26,8.0,No
CUST0438,62,Female,Multan,Basic,604.0,1,86,1,30,73,2.0,Yes
CUST0439,60,Female,Islamabad,Basic,4691.0,50,10,1,29,82,5.0,No
CUST0440,32,Female,Faisalabad,Standard,910.0,30,13,2,28,37,1.0,Yes
CUST0441,41,Female,Peshawar,Premium,1278.0,8,98,0,1,84,3.0,Yes
CUST0442,59,Male,Multan,Standard,4085.0,58,80,4,29,47,2.0,Yes
CUST0443,70,Female,Islamabad,Basic,3778.0,26,59,4,27,88,7.0,No
CUST0444,48,Female,Islamabad,Basic,6203.0,9,93,0,28,13,3.0,No
CUST0445,44,Female,Quetta,Basic,3610.0,40,100,5,20,87,1.0,Yes
CUST0446,64,Male,Quetta,Standard,7771.0,8,53,7,2,33,2.0,Yes
CUST0447,59,Female,Lahore,Premium,6053.0,56,68,9,24,28,10.0,No
CUST0448,60,Female,Karachi,Standard,6452.0,43,32,7,12,19,7.0,No
CUST0449,70,Male,Lahore,Premium,1785.0,60,65,7,28,21,8.0,No
CUST0450,22,Female,Multan,Basic,2778.0,22,7,8,8,82,9.0,No
CUST0451,42,Female,Rawalpindi,Basic,,30,74,7,3,57,8.0,Yes
CUST0452,38,Male,Quetta,Premium,645.0,42,14,6,14,71,1.0,Yes
CUST0453,53,Male,Karachi,Premium,5722.0,40,39,8,18,83,4.0,Yes
CUST0454,60,Female,Multan,Standard,944.0,53,29,7,11,79,9.0,No
CUST0455,56,Female,Multan,Premium,1434.0,29,13,10,8,43,1.0,Yes
CUST0456,40,Female,Multan,Premium,875.0,7,22,7,5,13,7.0,No
CUST0457,34,Male,Rawalpindi,Basic,7481.0,60,51,3,15,43,4.0,No
CUST0458,24,Female,Lahore,Premium,6006.0,54,76,1,25,58,8.0,No
CUST0459,60,Male,Quetta,Basic,6531.0,34,7,8,30,74,7.0,No
CUST0460,48,Male,Islamabad,Premium,1551.0,53,14,6,22,77,10.0,No
CUST0461,38,Female,Peshawar,Premium,6173.0,59,98,3,9,43,7.0,No
CUST0462,36,Female,Islamabad,Basic,5435.0,27,90,8,10,40,9.0,No
CUST0463,63,Male,Rawalpindi,Basic,6352.0,40,38,10,12,90,3.0,Yes
CUST0464,59,Male,Multan,Premium,6732.0,8,46,8,16,73,10.0,No
CUST0465,60,Female,Faisalabad,Standard,604.0,52,67,1,1,18,7.0,No
CUST0466,21,Male,Rawalpindi,Standard,6935.0,49,21,4,22,18,5.0,No
CUST0467,21,Female,Rawalpindi,Premium,3438.0,3,58,1,20,28,9.0,No
CUST0468,65,Female,Rawalpindi,Premium,7027.0,51,90,4,23,48,1.0,No
CUST0469,42,Female,Multan,Premium,606.0,4,96,4,7,56,10.0,No
CUST0470,32,Female,Rawalpindi,Premium,2909.0,13,58,2,22,23,2.0,No
CUST0471,29,Male,Peshawar,Basic,2786.0,28,72,4,5,74,3.0,Yes
CUST0472,34,Male,Multan,Standard,1768.0,46,6,2,30,76,6.0,No
CUST0473,21,Female,Quetta,Premium,3433.0,36,10,5,17,23,4.0,No
CUST0474,51,Male,Islamabad,Standard,4899.0,35,52,1,12,27,4.0,No
CUST0475,60,Female,Multan,Standard,2289.0,19,97,9,17,71,8.0,No
CUST0476,70,Male,Karachi,Premium,4150.0,23,31,10,20,31,10.0,No
CUST0477,20,Female,Peshawar,Basic,2601.0,25,70,4,1,47,9.0,No
CUST0478,50,Female,Quetta,Basic,7858.0,19,84,3,11,10,9.0,No
CUST0479,24,Male,Lahore,Premium,2226.0,5,86,10,25,87,4.0,Yes
CUST0480,45,Male,Rawalpindi,Premium,6256.0,54,95,6,21,87,2.0,Yes
CUST0481,27,Male,Quetta,Premium,810.0,22,12,1,2,32,3.0,Yes
CUST0482,53,Male,Rawalpindi,Standard,3678.0,27,58,10,13,40,7.0,No
CUST0483,19,Female,Karachi,Premium,5754.0,1,93,9,3,5,10.0,No
CUST0484,62,Male,Multan,Premium,2874.0,7,88,4,20,36,2.0,Yes
CUST0485,66,Female,Peshawar,Standard,5912.0,53,4,7,6,28,9.0,No
CUST0486,26,Female,Faisalabad,Premium,2941.0,10,87,10,12,70,1.0,Yes
CUST0487,53,Male,Karachi,Basic,5191.0,1,77,6,18,10,9.0,No
CUST0488,37,Male,Multan,Basic,7918.0,27,83,8,5,23,3.0,Yes
CUST0489,32,Female,Rawalpindi,Basic,5996.0,12,73,0,28,59,9.0,No
CUST0490,59,Male,Faisalabad,Premium,2553.0,5,13,3,24,62,10.0,No
CUST0491,39,Female,Islamabad,Premium,2421.0,42,13,4,20,24,2.0,No
CUST0492,38,Female,Quetta,Standard,5901.0,40,40,9,5,72,10.0,Yes
CUST0493,41,Female,Peshawar,Basic,3065.0,1,32,3,23,35,7.0,No
CUST0494,41,Male,Multan,Standard,4148.0,30,46,4,16,13,9.0,No
CUST0495,29,Male,Faisalabad,Basic,4912.0,58,26,4,24,9,2.0,No
CUST0496,19,Male,Peshawar,Premium,7924.0,14,5,8,9,69,9.0,No
CUST0497,48,Male,Multan,Standard,7802.0,15,99,9,24,17,5.0,No
CUST0498,47,Male,Peshawar,Standard,586.0,33,85,3,28,87,10.0,No
CUST0499,28,Male,Quetta,Basic,5139.0,12,73,10,28,61,3.0,Yes
CUST0500,40,Male,Rawalpindi,Standard,1014.0,15,34,5,8,85,1.0,Yes
CUST0501,31,Female,Peshawar,Standard,4224.0,59,6,0,21,13,6.0,No
CUST0502,63,Female,Faisalabad,Premium,5170.0,35,23,6,21,46,7.0,No
CUST0503,55,Male,Faisalabad,Standard,2325.0,59,67,6,12,62,,No
CUST0504,68,Female,Lahore,Premium,1638.0,57,57,2,8,65,2.0,Yes
CUST0505,59,Female,Rawalpindi,Basic,1789.0,12,47,9,23,84,2.0,Yes
CUST0506,32,Female,Multan,Premium,4444.0,8,87,7,16,75,4.0,Yes
CUST0507,28,Female,Lahore,Basic,1547.0,3,74,9,6,80,3.0,Yes
CUST0508,50,Male,Islamabad,Basic,2615.0,11,24,8,13,72,10.0,No
CUST0509,58,Male,Faisalabad,Basic,4179.0,14,78,7,28,21,8.0,No
CUST0510,32,Female,Islamabad,Premium,6787.0,53,24,9,22,33,9.0,No
CUST0511,28,Female,Quetta,Premium,1063.0,38,30,6,13,13,3.0,Yes
CUST0512,19,Male,Peshawar,Basic,1288.0,39,23,7,29,76,10.0,No
CUST0513,20,Male,Karachi,Standard,1567.0,43,78,8,27,86,1.0,Yes
CUST0514,59,Female,Peshawar,Standard,855.0,56,90,8,14,61,4.0,Yes
CUST0515,68,Female,Multan,Premium,6573.0,52,98,9,4,17,7.0,No
CUST0516,34,Female,Rawalpindi,Basic,5401.0,19,70,6,9,0,4.0,No
CUST0517,63,Male,Karachi,Premium,3572.0,1,84,3,23,52,6.0,No
CUST0518,41,Male,Islamabad,Standard,5295.0,42,33,4,28,54,9.0,No
CUST0519,54,Female,Faisalabad,Premium,6684.0,26,27,6,18,61,9.0,No
CUST0520,29,Female,Quetta,Standard,5232.0,20,45,6,24,84,3.0,Yes
CUST0521,25,Male,Quetta,Premium,1321.0,11,28,8,13,70,6.0,No
CUST0522,57,Male,Islamabad,Standard,543.0,41,12,2,16,55,10.0,No
CUST0523,23,Male,Faisalabad,Basic,1155.0,24,78,0,24,51,7.0,No
CUST0524,57,Female,Lahore,Basic,4549.0,41,57,0,7,36,9.0,No
CUST0525,30,Male,Rawalpindi,Premium,6021.0,11,5,5,8,20,1.0,No
CUST0526,23,Female,Peshawar,Standard,3737.0,43,52,9,7,1,9.0,No
CUST0527,65,Male,Karachi,Premium,6448.0,19,72,9,12,35,6.0,No
CUST0528,32,Male,Quetta,Standard,538.0,37,34,2,14,13,9.0,No
CUST0529,53,Male,Faisalabad,Standard,7077.0,8,66,4,29,73,9.0,No
CUST0530,34,Female,Peshawar,Premium,6807.0,31,32,5,25,87,8.0,No
CUST0531,47,Male,Quetta,Basic,1053.0,17,49,10,26,86,4.0,Yes
CUST0532,62,Male,Multan,Standard,4731.0,23,69,0,23,31,5.0,No
CUST0533,36,Male,Peshawar,Premium,7226.0,48,44,1,18,60,3.0,No
CUST0534,38,Female,Rawalpindi,Premium,1997.0,18,96,10,30,63,4.0,Yes
CUST0535,65,Male,Rawalpindi,Premium,7649.0,16,34,3,8,31,4.0,No
CUST0536,57,Female,Islamabad,Basic,1142.0,8,87,10,16,0,10.0,No
CUST0537,66,Male,Quetta,Standard,3083.0,40,64,9,28,62,5.0,No
CUST0538,29,Female,Peshawar,Basic,5224.0,49,17,0,17,61,7.0,No
CUST0539,52,Male,Multan,Standard,6122.0,56,100,2,15,89,2.0,No
CUST0540,51,Female,Multan,Premium,596.0,1,87,3,13,12,10.0,No
CUST0541,38,Female,Faisalabad,Basic,2653.0,36,31,4,16,43,10.0,No
CUST0542,41,Male,Quetta,Standard,3933.0,14,90,5,12,35,7.0,No
CUST0543,46,Male,Islamabad,Premium,2372.0,44,13,4,26,71,4.0,Yes
CUST0544,45,Female,Rawalpindi,Basic,6550.0,52,20,7,26,22,1.0,No
CUST0545,44,Female,Islamabad,Premium,4874.0,34,93,5,26,38,8.0,No
CUST0546,34,Male,Peshawar,Basic,1838.0,45,8,3,27,60,5.0,No
CUST0547,58,Male,Quetta,Premium,2628.0,22,47,5,18,32,9.0,No
CUST0548,40,Male,Peshawar,Basic,7605.0,23,87,9,7,73,10.0,No
CUST0549,59,Male,Faisalabad,Standard,6014.0,21,66,7,25,10,8.0,No
CUST0550,42,Female,Quetta,Premium,7612.0,10,22,10,26,53,6.0,No
CUST0551,58,Female,Karachi,Basic,3314.0,11,30,5,11,90,5.0,No
CUST0552,35,Female,Faisalabad,Standard,7568.0,50,47,9,17,52,8.0,No
CUST0553,28,Male,Lahore,Basic,2422.0,47,85,4,24,26,2.0,No
CUST0554,28,Female,Karachi,Basic,7698.0,5,61,8,2,50,1.0,Yes
CUST0555,51,Male,Karachi,Standard,1772.0,40,11,10,30,39,7.0,No
CUST0556,32,Male,Faisalabad,Standard,1535.0,41,17,8,27,3,3.0,Yes
CUST0557,20,Female,Multan,Standard,7634.0,30,70,4,18,17,8.0,No
CUST0558,62,Male,Quetta,Premium,5708.0,48,73,6,17,39,9.0,No
CUST0559,40,Female,Rawalpindi,Basic,3022.0,29,47,6,9,38,3.0,Yes
CUST0560,18,Male,Islamabad,Standard,4343.0,19,69,0,23,61,8.0,No
CUST0561,37,Male,Peshawar,Standard,2394.0,39,1,8,12,52,4.0,Yes
CUST0562,53,Female,Peshawar,Basic,6356.0,11,95,10,13,28,7.0,No
CUST0563,34,Male,Peshawar,Premium,4732.0,16,98,9,26,36,5.0,No
CUST0564,59,Female,Peshawar,Basic,1060.0,55,24,2,10,81,2.0,Yes
CUST0565,47,Female,Faisalabad,Premium,4530.0,40,25,5,1,6,3.0,Yes
CUST0566,52,Male,Islamabad,Basic,2705.0,19,17,7,24,29,1.0,Yes
CUST0567,23,Male,Lahore,Standard,3300.0,14,54,4,26,47,8.0,No
CUST0568,47,Male,Multan,Basic,6648.0,54,19,0,9,9,7.0,No
CUST0569,52,Female,Islamabad,Basic,7393.0,58,33,6,27,15,1.0,No
CUST0570,67,Male,Peshawar,Standard,6542.0,16,5,3,15,66,2.0,No
CUST0571,60,Male,Quetta,Standard,3056.0,44,42,2,21,70,1.0,Yes
CUST0572,51,Male,Faisalabad,Standard,2947.0,41,26,5,29,85,1.0,Yes
CUST0573,31,Male,Rawalpindi,Premium,,28,2,2,26,74,5.0,No
CUST0574,25,Female,Rawalpindi,Basic,5260.0,3,89,7,23,19,10.0,No
CUST0575,41,Male,Rawalpindi,Basic,1248.0,32,88,9,11,7,1.0,Yes
CUST0576,40,Male,Karachi,Basic,2406.0,32,41,8,26,56,6.0,No
CUST0577,64,Male,Lahore,Premium,3434.0,25,93,2,9,62,1.0,Yes
CUST0578,63,Female,Faisalabad,Premium,4514.0,45,25,9,6,44,9.0,No
CUST0579,38,Female,Faisalabad,Premium,7549.0,59,71,2,3,19,9.0,No
CUST0580,46,Female,Faisalabad,Premium,4219.0,24,1,10,17,23,7.0,No
CUST0581,19,Female,Rawalpindi,Standard,1018.0,47,85,8,27,24,7.0,No
CUST0582,51,Female,Islamabad,Premium,3142.0,19,53,10,11,12,2.0,Yes
CUST0583,51,Male,Lahore,Basic,7655.0,12,5,3,4,24,8.0,No
CUST0584,24,Male,Peshawar,Premium,4807.0,32,80,9,9,46,1.0,Yes
CUST0585,32,Male,Lahore,Basic,,42,11,7,26,46,1.0,Yes
CUST0586,53,Female,Multan,Premium,7247.0,4,79,4,17,9,1.0,No
CUST0587,37,Male,Rawalpindi,Premium,1329.0,7,93,3,18,24,7.0,No
CUST0588,30,Male,Islamabad,Premium,5072.0,48,54,1,25,45,10.0,No
CUST0589,61,Female,Peshawar,Basic,6991.0,11,24,8,13,43,9.0,No
CUST0590,60,Male,Quetta,Standard,3081.0,58,71,5,28,52,6.0,No
CUST0591,66,Female,Multan,Premium,5113.0,16,70,3,13,32,9.0,No
CUST0592,41,Female,Quetta,Standard,6449.0,1,5,4,20,66,1.0,Yes
CUST0593,26,Female,Lahore,Standard,2259.0,15,41,0,25,70,5.0,No
CUST0594,50,Male,Karachi,Basic,3413.0,30,20,2,9,74,6.0,No
CUST0595,33,Male,Faisalabad,Standard,5173.0,6,52,9,30,9,4.0,Yes
CUST0596,64,Female,Quetta,Basic,7264.0,32,89,9,27,76,2.0,Yes
CUST0597,59,Female,Lahore,Premium,5220.0,52,49,1,25,42,1.0,No
CUST0598,40,Female,Peshawar,Basic,6811.0,56,30,10,28,1,10.0,No
CUST0599,58,Female,Lahore,Standard,837.0,34,41,8,19,41,3.0,Yes
CUST0600,50,Male,Islamabad,Basic,6493.0,44,51,7,25,73,,No
CUST0601,50,Male,Rawalpindi,Standard,6941.0,19,51,2,5,10,6.0,No
CUST0602,48,Male,Peshawar,Standard,3764.0,6,65,6,25,17,3.0,Yes
CUST0603,48,Male,Quetta,Standard,5180.0,42,26,8,20,31,9.0,No
CUST0604,33,Male,Faisalabad,Standard,6109.0,21,74,1,4,54,7.0,No
CUST0605,41,Female,Rawalpindi,Standard,5365.0,23,84,0,25,21,5.0,No
CUST0606,40,Female,Islamabad,Standard,7202.0,3,30,3,22,19,,No
CUST0607,66,Male,Karachi,Premium,2491.0,4,80,2,28,1,5.0,No
CUST0608,39,Male,Faisalabad,Standard,686.0,31,43,3,24,27,9.0,No
CUST0609,31,Female,Quetta,Premium,1657.0,47,89,10,1,74,7.0,Yes
CUST0610,60,Male,Faisalabad,Basic,2826.0,4,26,9,9,59,1.0,Yes
CUST0611,59,Male,Karachi,Standard,2722.0,43,85,10,12,2,2.0,Yes
CUST0612,36,Female,Rawalpindi,Standard,6313.0,33,13,5,16,68,10.0,No
CUST0613,23,Male,Rawalpindi,Premium,5093.0,30,92,0,2,67,4.0,Yes
CUST0614,37,Female,Quetta,Standard,1786.0,48,3,5,22,45,6.0,No
CUST0615,58,Female,Rawalpindi,Premium,7151.0,18,8,10,9,3,7.0,No
CUST0616,53,Female,Rawalpindi,Basic,7849.0,22,51,10,5,48,2.0,Yes
CUST0617,51,Male,Peshawar,Basic,1751.0,37,55,4,30,42,10.0,No
CUST0618,46,Male,Rawalpindi,Premium,5259.0,9,70,10,26,17,4.0,No
CUST0619,37,Male,Peshawar,Basic,5127.0,42,21,5,3,68,9.0,No
CUST0620,64,Male,Islamabad,Standard,7705.0,54,19,0,25,52,6.0,No
CUST0621,44,Female,Quetta,Premium,7231.0,60,82,4,5,13,4.0,No
CUST0622,26,Male,Lahore,Premium,2686.0,40,78,9,20,76,4.0,Yes
CUST0623,32,Male,Lahore,Standard,6137.0,6,100,7,5,77,9.0,Yes
CUST0624,48,Female,Islamabad,Standard,4381.0,32,18,2,7,4,4.0,No
CUST0625,44,Male,Faisalabad,Standard,6581.0,15,86,3,25,8,4.0,No
CUST0626,29,Female,Quetta,Premium,7600.0,21,59,3,14,5,7.0,No
CUST0627,56,Female,Multan,Standard,6582.0,40,74,9,18,82,9.0,No
CUST0628,63,Male,Karachi,Standard,7274.0,30,6,3,17,50,9.0,No
CUST0629,65,Male,Peshawar,Premium,,49,7,3,10,50,8.0,No
CUST0630,37,Female,Quetta,Basic,2911.0,28,79,0,23,18,9.0,No
CUST0631,47,Female,Karachi,Premium,1427.0,33,24,9,29,17,9.0,No
CUST0632,43,Female,Multan,Standard,1965.0,2,59,9,29,58,4.0,Yes
CUST0633,23,Female,Multan,Premium,7931.0,42,92,2,23,11,2.0,No
CUST0634,25,Female,Multan,Basic,6294.0,34,50,8,20,48,,Yes
CUST0635,53,Female,Lahore,Basic,3245.0,59,73,10,28,20,3.0,Yes
CUST0636,27,Male,Lahore,Standard,3035.0,20,94,7,10,15,3.0,Yes
CUST0637,26,Male,Lahore,Premium,2573.0,49,2,7,16,69,8.0,No
CUST0638,69,Male,Quetta,Basic,5323.0,14,85,7,15,56,7.0,No
CUST0639,23,Male,Rawalpindi,Premium,5577.0,18,81,8,27,6,4.0,No
CUST0640,29,Male,Lahore,Premium,800.0,23,19,0,22,77,10.0,No
CUST0641,37,Female,Karachi,Basic,3915.0,7,23,2,22,78,5.0,No
CUST0642,60,Male,Quetta,Premium,3450.0,38,5,1,25,41,5.0,No
CUST0643,41,Female,Karachi,Standard,5009.0,54,9,4,16,15,3.0,No
CUST0644,62,Female,Multan,Premium,4797.0,27,27,3,20,13,1.0,No
CUST0645,54,Male,Quetta,Premium,5454.0,45,91,4,14,40,10.0,No
CUST0646,34,Female,Islamabad,Premium,4566.0,37,67,10,16,23,8.0,No
CUST0647,57,Male,Faisalabad,Basic,1468.0,1,4,7,21,26,2.0,Yes
CUST0648,69,Female,Peshawar,Basic,3364.0,22,72,10,7,81,1.0,Yes
CUST0649,30,Female,Faisalabad,Basic,2959.0,20,65,8,11,14,1.0,Yes
CUST0650,61,Female,Multan,Standard,5160.0,47,79,0,27,24,3.0,No
CUST0651,39,Female,Quetta,Standard,791.0,52,83,2,16,80,3.0,Yes
CUST0652,47,Female,Quetta,Standard,6583.0,60,8,8,10,86,10.0,No
CUST0653,38,Male,Rawalpindi,Premium,3217.0,44,46,1,5,3,5.0,No
CUST0654,39,Female,Islamabad,Premium,3691.0,39,24,9,4,90,5.0,Yes
CUST0655,38,Male,Faisalabad,Standard,4571.0,6,31,5,15,27,5.0,No
CUST0656,51,Female,Islamabad,Basic,6930.0,24,5,3,30,56,2.0,No
